id,sfdc_id,FirstName,LastName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,Phone,Fax,MobilePhone,HomePhone,OtherPhone,Email,LeadSource,Birthdate,Personal_Email__c,Gender,ASU_Gmail__c,Arizona_Resident__c,Visa_Type__c,Undergraduate_GPA__c,Jr_Sr_GPA__c,Military_Status__c,Military_Branch__c,Email_Status__c,Marital_Status__c,Ethnicity,FERPA__c,Undergraduate_Major__c,Graduate_GPA__c,Contact_Preference__c,Student_Number__c,ASURite_ID__c,Deceased__c,ASU_Email__c
370,,Cristobal,Goyette,Mr.,"792 Hailie Burg",Sofiatown,Massachusetts,54808,"United States","105 Wolf Key","Port Rubenfurt",Nebraska,38093-5528,"United States","(614) 727-6606 x2240",832-609-7309,"765-858-5731 x6481","484.417.2605 x0790",320.803.0941,cristobal@example.org,"Partial App","1993-12-10 21:15:16.000000",cristobal@example.org,Male,Cristobal@asu.gmail,,,2.69356539717657,1.09350553867314,,,Temp,Unknown,"Am. Indian Alaska Native",,Business,3.29545423289061,Email,3795704192,1203432936,,Cristobal.Goyette@asuFake.edu
371,,Kristina,Moen,Prof,"9977 Vivien Walks",Keithburgh,Arizona,51852-4890,"United States","2285 Cole Greens","South Darrion","Rhode Island",26587,"United States","(415) 464-9952 x6523","678-918-2169 x4652","972-913-8214 x3550","(510) 517-1463 x8553",786-815-3075,kristina@example.com,Walk-in,"1992-01-28 19:05:01.000000",kristina@example.com,Unknown,Kristina@asu.gmail,,,1.40505765982161,1.64980596436559,,,Temp,Divorced,Hispanic,,"Mechanical Engineering",,"Mobile Phone",7541283271,1201093393,,Kristina.Moen@asuFake.edu
372,,Edward,Marks,Prof,"725 Hobart Prairie","North Cordie",Alaska,14902-5848,"United States","9954 Kuhlman Village",Buckridgeshire,California,79486-5480,"United States",540-713-9790,"781-915-7502 x9538","(484) 816-5139","570-435-2110 x4776",712-727-3267,edward@example.net,Email,"1995-01-25 16:55:21.000000",edward@example.net,Female,Edward@asu.gmail,,,1.47328529937228,1.64567442808828,,,Temp,Divorced,White,,Business,,"Mobile Phone",4510575832,1204231997,,Edward.Marks@asuFake.edu
373,,Cristian,Tromp,Mr.,"6637 Ian Park","Lake Wilfrid",Colorado,22235,"United States","142 Gottlieb Tunnel","North Chesley",Missouri,87908,"United States",571-304-6865,"321.304.1790 x9572",858-470-4668,"601-321-5611 x4808","(714) 424-0276 x9115",cristian@example.org,"Employee Referral","1996-02-21 20:14:12.000000",cristian@example.org,Male,Cristian@asu.gmail,,,1.38472948974014,2.52518788473612,,,Valid,Unknown,"Pacific Islander",,"Political Science",3.18729411546898,"Mobile Phone",6428059551,1209266638,,Cristian.Tromp@asuFake.edu
374,,Chyna,Watsica,Mrs.,"5532 Harber Fords",Penelopeburgh,Idaho,56370-4754,"United States","9838 Kody Ports",Jannietown,"South Dakota",78569,"United States","(601) 480-5581","908-205-1173 x3275","304.615.2236 x3309","564.609.5498 x8027","626.814.7156 x3376",chyna@example.org,Event,"1992-02-03 20:07:14.000000",chyna@example.org,Female,Chyna@asu.gmail,,,3.80203275866358,2.66234677155728,,,Temp,Married,Hispanic,,Mathematics,,Email,4867755327,1203733813,,Chyna.Watsica@asuFake.edu
375,,Einar,Steuber,Mr.,"7682 Laurel Creek",Ameliamouth,"New York",33904,"United States","996 Gabriella Vista","East Estelle",Oklahoma,96257-1499,"United States","808-404-5983 x1338","607-574-1397 x8126","682.320.9124 x4735",557-213-9323,"406.302.7919 x1672",einar@example.org,"Employee Referral","1990-07-31 10:04:05.000000",einar@example.org,Male,Einar@asu.gmail,,,1.1533243042349,2.02537584418927,"Armed Forces Reserve","Air Force",Valid,Unknown,Asian,,Biology,3.24850413006781,Email,7913120052,1207863756,,Einar.Steuber@asuFake.edu
376,,Margarett,Waelchi,Prof,"80754 Kurtis Run","Lake Haven",Delaware,49540,"United States","2989 Bayer Meadow","Lake Patriciaburgh",Nevada,45435-4970,"United States","(760) 213-5224","907.954.9022 x1853","(319) 218-1651 x8339",339-301-6434,720-607-9883,margarett@example.net,Advertisement,"1992-01-28 05:03:36.000000",margarett@example.net,Unknown,Margarett@asu.gmail,,,1.84282433031691,1.5876327381098,,,Role,Married,"Pacific Islander",,Mathematics,3.76266527903102,"Home Phone",0475652054,1201307968,,Margarett.Waelchi@asuFake.edu
377,,Hugh,Hickle,Mr.,"86318 Runolfsdottir Dam",Kaileymouth,Vermont,33460,"United States","213 Isabelle Stravenue",Amberville,Delaware,89897-7207,"United States","(773) 309-8671","904-248-6103 x1606","530-414-7022 x5914","616-818-2531 x1437","516.570.5988 x4169",hugh@example.org,Event,"1991-06-10 00:51:11.000000",hugh@example.org,Male,Hugh@asu.gmail,,,1.18099765623636,1.26322542491909,,,Temp,Unknown,White,,Biology,3.83446272856256,"Mobile Phone",6492109262,1201129290,,Hugh.Hickle@asuFake.edu
378,,Jazlyn,Schultz,Dr.,"7610 Larson Roads",Elisabethbury,Arizona,68292,"United States","46497 Emelia Road","East Alexisfort",Pennsylvania,36726-3829,"United States",301.734.7489,"610-737-1648 x8311","(314) 843-5090 x9317",407-312-3264,"(260) 651-5063 x4329",jazlyn@example.org,"ASU UG","1996-01-13 15:16:13.000000",jazlyn@example.org,Female,Jazlyn@asu.gmail,,,2.1747606607812,2.27684564716254,"National Guard","Coast Guard",Role,Unknown,Hispanic,,Economics,3.65250984686752,"Home Phone",2671867255,1203081071,,Jazlyn.Schultz@asuFake.edu
379,,Frederic,Fisher,Mrs.,"71362 Vince Light","North Kaley",Alabama,61401,"United States","3293 Danielle Islands","New Jordyhaven",Iowa,51764,"United States","662-201-0680 x2718","941-308-9125 x7295","227.407.6920 x9910","828.224.1696 x2555","412-251-0854 x5727",frederic@example.com,"Partial App","1993-10-04 19:22:42.000000",frederic@example.com,Female,Frederic@asu.gmail,,,2.36338708350948,2.20516415209244,,,Role,Married,Hispanic,,Business,,"Home Phone",1202662236,1207957522,,Frederic.Fisher@asuFake.edu
380,,Velva,Langosh,Ms.,"1669 Ziemann Track",Schillerview,Alabama,56995-4964,"United States","594 Mueller Stream",Brakusport,Idaho,63208-2570,"United States","561.425.6105 x9617","407.708.7711 x3444",917-504-0676,"828-850-8980 x5765",608.479.8261,velva@example.org,Walk-in,"1991-04-19 16:17:52.000000",velva@example.org,Female,Velva@asu.gmail,,,2.13238044234758,3.08216112658706,,,Valid,Single,"Pacific Islander",,Business,3.4727496302926,"Local Phone",6012421211,1204541815,,Velva.Langosh@asuFake.edu
381,,Tevin,Reichert,Dr.,"5144 Isidro Tunnel",Kihnview,Kentucky,25074,"United States","57549 Prohaska Mills",Queenburgh,Connecticut,24387,"United States","(667) 559-1462 x9033","713.949.7486 x0742",906.316.7673,"(321) 318-1939 x0226","281.505.7128 x4499",tevin@example.org,Advertisement,"1989-05-20 21:16:32.000000",tevin@example.org,Female,Tevin@asu.gmail,,,2.92318755502759,3.25436632962045,,,Valid,Married,"Black African-American",,"Mechanical Engineering",3.82527873066893,"Home Phone",7221275818,1201514865,,Tevin.Reichert@asuFake.edu
382,,George,Olson,Ms.,"22790 Leannon Glens","North Geoborough","South Carolina",50689,"United States","7772 Jerde Ville",Veumfurt,Montana,17303,"United States","(646) 813-8342 x1387","213-713-5511 x5652","(239) 848-5257 x0303","(276) 248-3556 x4401","412-810-5485 x9125",george@example.com,"Phone Call","1993-09-12 02:52:55.000000",george@example.com,Female,George@asu.gmail,,,1.42104252954265,1.75739775389718,,,Role,Single,Hispanic,,Economics,,Email,0220129801,1209928080,,George.Olson@asuFake.edu
383,,Doris,Dickinson,Prof,"239 Abel Plain",Aracelyport,Arizona,80612-1476,"United States","5438 Dominic Hollow","North Cory",Louisiana,77953-8739,"United States","(216) 862-1408 x2439",757-956-4998,"(225) 413-9610",713-878-5213,"978-386-8719 x5641",doris@example.org,Event,"1992-08-23 05:06:23.000000",doris@example.org,Female,Doris@asu.gmail,,,2.73257649992079,2.52495364635986,,,Temp,Unknown,"Pacific Islander",,Biology,3.0391728850476,"Home Phone",7465520743,1201734424,,Doris.Dickinson@asuFake.edu
384,,Dandre,Stamm,Mr.,"3981 Ian Roads","East Wilbertton",Alaska,56171,"United States","4534 Ashlee Via",Kuhnton,Alaska,58895-6528,"United States",860-585-1069,667-737-6492,910.214.7959,"(947) 409-1545 x7264","(415) 636-4433 x0017",dandre@example.org,Event,"1994-02-21 15:31:20.000000",dandre@example.org,Male,Dandre@asu.gmail,,,3.35207552896102,2.21689083917228,,,Valid,Divorced,"Am. Indian Alaska Native",,Psychology,3.88503550048882,"Local Phone",2389029380,1205159365,,Dandre.Stamm@asuFake.edu
385,,Arlie,Johns,Prof,"7951 Runolfsdottir Loop","New George","New Jersey",43348,"United States","5665 Stacey Villages","Port Nasir",Indiana,31811-6305,"United States",445-276-1191,"541-858-8629 x4320",412.308.5161,"715.320.9862 x4190","806-786-5557 x5462",arlie@example.net,"Phone Call","1990-09-02 05:57:22.000000",arlie@example.net,Unknown,Arlie@asu.gmail,,,1.24548303149292,2.03622352191363,,,Valid,Married,"Pacific Islander",,Psychology,3.18133900294989,"Local Phone",8118373167,1209089903,,Arlie.Johns@asuFake.edu
386,,Terrell,Swift,Mrs.,"819 Misael Hill","Lake Angelo",Montana,83627-5126,"United States","819 Cynthia Roads",Timmymouth,Colorado,93970,"United States","(724) 580-7717 x8050","(310) 215-9152 x8952","301-731-1098 x1706",716-571-2842,"(480) 209-0677 x8525",terrell@example.org,"Partial App","1994-10-16 03:01:36.000000",terrell@example.org,Female,Terrell@asu.gmail,,,1.6117540136273,2.71717668907547,,,Temp,Married,"Pacific Islander",,Business,3.28402324641889,"Local Phone",1952817997,1208575623,,Terrell.Swift@asuFake.edu
387,,Janie,Bauch,Prof,"8444 Bernhard Lights",Gulgowskiberg,Nebraska,37446,"United States","3821 Koch Branch",Lamarstad,Washington,93916-5952,"United States","913-337-6516 x9423","(234) 339-1558 x5331",848-949-9337,"(810) 720-7987 x7860","319.626.2239 x9299",janie@example.net,Advertisement,"1992-11-30 15:07:02.000000",janie@example.net,Male,Janie@asu.gmail,,,1.31869286867285,3.39129621937959,,,Temp,Married,"Pacific Islander",,"Computer Science",3.6322227776561,"Local Phone",6593545391,1203111787,,Janie.Bauch@asuFake.edu
388,,Ola,Eichmann,Mrs.,"124 Kiley Extension",Maggiohaven,Oregon,65823,"United States","93525 Arielle Vista","Port Carlottaport","North Carolina",97538,"United States","414-757-1821 x2640",737.419.7805,"913-407-4641 x4460",662-217-8717,"415-571-3705 x4035",ola@example.net,Email,"1995-02-12 19:27:51.000000",ola@example.net,Female,Ola@asu.gmail,,,1.50635729036112,3.14563531460787,,,Role,Married,"Pacific Islander",,Biology,,Email,4681587986,1207653676,,Ola.Eichmann@asuFake.edu
389,,Katlynn,Brown,Mrs.,"6569 Heaven Hill",Gilbertoville,Kentucky,50740,"United States","7211 Loyal Harbor","South Lisandro",Kansas,15781-8717,"United States","(818) 843-4957 x2899","980.520.6656 x6168",574-847-1493,"(984) 614-7972 x5618","(253) 913-5876 x0091",katlynn@example.org,Walk-in,"1990-02-25 15:40:05.000000",katlynn@example.org,Female,Katlynn@asu.gmail,,,1.37630508624305,3.2225038040158,,,Role,Married,Asian,,Business,3.94869662132433,"Local Phone",4890263020,1201021992,,Katlynn.Brown@asuFake.edu
390,,Gina,Spinka,Mr.,"93673 Dakota Parkways",Zechariahchester,Connecticut,12542,"United States","213 Pouros Isle",Millsport,Texas,13383-9209,"United States","210.580.1410 x9159","(201) 609-0008 x4870","414-732-2943 x2102",281-620-8245,218-313-2154,gina@example.org,Advertisement,"1990-12-24 08:20:54.000000",gina@example.org,Male,Gina@asu.gmail,,,1.99987839694687,2.90611214261027,,,Valid,Unknown,"Pacific Islander",,Psychology,3.99606900238729,"Mobile Phone",1851114422,1201017040,,Gina.Spinka@asuFake.edu
391,,Rickey,Yundt,Ms.,"1022 Durgan Stream","Lake Kayceestad",Idaho,13101-4654,"United States","20397 Glen Circle",Sethshire,Hawaii,89562-6707,"United States","813-510-1648 x3236","(720) 631-5334","(262) 541-3578","616-435-6746 x4324","872-931-0257 x6432",rickey@example.net,"Purchased List","1992-10-30 17:59:04.000000",rickey@example.net,Female,Rickey@asu.gmail,,,3.84495404838359,3.0552872826384,,,Temp,Single,"Black African-American",,"Mechanical Engineering",3.5246078160307,"Mobile Phone",5258991293,1202955696,,Rickey.Yundt@asuFake.edu
392,,Ashleigh,Skiles,Mr.,"699 Michelle Highway","South May",Oregon,37258,"United States","42354 Gerda Neck","East Candice","South Carolina",33900,"United States","(937) 518-6347 x4311",415-309-6454,262.732.1696,"(975) 510-5593 x3004",615.440.9982,ashleigh@example.com,Walk-in,"1993-01-10 12:23:56.000000",ashleigh@example.com,Male,Ashleigh@asu.gmail,,,2.71274496085392,1.00643508941316,,,Temp,Divorced,"Pacific Islander",,"Political Science",,"Mobile Phone",4447365577,1201505359,,Ashleigh.Skiles@asuFake.edu
393,,Nayeli,Grant,Ms.,"2999 Hazle Streets",Denesikchester,Wisconsin,66286-9300,"United States","72598 Hodkiewicz Bypass","Lake Myah",Utah,51737,"United States",515.646.7965,"319.317.9959 x6273",907-464-0649,"307-405-8495 x1015","(920) 845-6985 x5399",nayeli@example.net,Event,"1995-06-02 09:43:44.000000",nayeli@example.net,Female,Nayeli@asu.gmail,,,1.53436413989695,2.70300291746693,,,Role,Single,"Black African-American",,Economics,3.6834456289086,Email,1394496410,1203286218,,Nayeli.Grant@asuFake.edu
394,,Velva,Yundt,Prof,"4044 Filomena View",Fayville,Massachusetts,80124,"United States","2740 Emily Expressway","Port Alysson",Washington,39270,"United States","(227) 931-8814 x3069","947.201.2627 x3884",209-470-3455,"(989) 863-5926","812-234-9087 x9718",velva@example.com,"Phone Call","1994-10-29 17:11:27.000000",velva@example.com,Female,Velva@asu.gmail,,,3.72433513842905,2.1966008146719,,,Temp,Divorced,White,,Psychology,,"Home Phone",5829194254,1204723739,,Velva.Yundt@asuFake.edu
395,,Winifred,Douglas,Dr.,"67330 Connie Throughway",Bergetown,Vermont,49101,"United States","7530 Shields Plain","North Naomi",Hawaii,59176-2923,"United States","318-913-2287 x5787","713-504-0172 x6139","410-720-8128 x1078","317-351-5704 x6795",940-804-3758,winifred@example.net,Walk-in,"1996-04-11 23:41:25.000000",winifred@example.net,Unknown,Winifred@asu.gmail,,,1.31040845597075,2.66723102732989,,,Valid,Unknown,"Am. Indian Alaska Native",,"Mechanical Engineering",,"Local Phone",2162754137,1200249797,,Winifred.Douglas@asuFake.edu
396,,Royce,Kozey,Prof,"89686 Johann Harbor",Kulasbury,Arkansas,91983-8718,"United States","63362 Randi Springs",Birdieburgh,"New York",17949,"United States","919-636-1565 x5349","(719) 504-8081","574-847-4581 x5534","660-925-2619 x6857","612-616-1547 x4248",royce@example.net,"ASU UG","1991-05-04 02:24:56.000000",royce@example.net,Male,Royce@asu.gmail,,,1.17747442139001,2.37981293692187,,,Role,Single,Hispanic,,Business,,"Local Phone",2683046335,1205506304,,Royce.Kozey@asuFake.edu
397,,Demetrius,Willms,Mr.,"88671 Vandervort Square","West Concepcionfurt",Alaska,68724,"United States","87513 Isai Causeway",Weimannshire,Texas,57624,"United States",947-440-9572,"(706) 714-7800",252-707-9746,501-973-9978,"727-802-8292 x1546",demetrius@example.net,"Test Scores","1989-07-11 05:15:46.000000",demetrius@example.net,Male,Demetrius@asu.gmail,,,1.26578822541671,1.05850363145103,,,Temp,Married,Asian,,Psychology,3.03328773883893,"Mobile Phone",5028572341,1200214864,,Demetrius.Willms@asuFake.edu
398,,Berenice,Fahey,Dr.,"54145 Schulist Overpass","North Erikland",Wyoming,54668-5723,"United States","295 Peyton Radial","South Samaramouth",Alaska,64634-0053,"United States","505.915.9119 x5155","347.276.4671 x4288","(408) 803-1601","334-804-6527 x8418",956.858.0891,berenice@example.com,Email,"1996-05-12 10:13:27.000000",berenice@example.com,Unknown,Berenice@asu.gmail,,,3.01184523800233,2.75926064947485,Veteran,Army,Valid,Divorced,"Am. Indian Alaska Native",,"Computer Science",,"Mobile Phone",9731993735,1200422121,,Berenice.Fahey@asuFake.edu
399,,Giovani,King,Mrs.,"8243 Cremin Crescent",Kalebview,Kentucky,23084-6585,"United States","81781 Julia Extension",Weberborough,Vermont,98006,"United States","650.781.4373 x6191",316.205.4031,314-574-5846,"405-404-8130 x7873",564-617-8123,giovani@example.com,"College Fair - US","1993-01-20 03:43:38.000000",giovani@example.com,Female,Giovani@asu.gmail,,,1.43823051244989,1.98989296900511,,,Valid,Married,Hispanic,,Mathematics,,"Local Phone",3541849665,1200751616,,Giovani.King@asuFake.edu
400,,Jean,Will,Mr.,"629 Heaney Underpass",Batzfort,Kansas,82567,"United States","698 Kessler Green","West Roy",Delaware,74991,"United States",571-850-2400,848-507-2685,785-386-9552,"202-331-4880 x5923",412.214.8981,jean@example.org,Email,"1990-08-19 23:45:02.000000",jean@example.org,Male,Jean@asu.gmail,,,1.59848884731948,2.63383919721665,Veteran,Army,Temp,Unknown,"Black African-American",,"Political Science",3.33273968763896,Email,9404078778,1200329488,,Jean.Will@asuFake.edu
401,,Damon,Rice,Prof,"638 Douglas Ranch","O'Haratown",Oklahoma,88702-1447,"United States","82309 Kayley Divide","West Sammy",Florida,50267-0078,"United States","(231) 774-1585 x6476",239-564-8219,"(717) 302-4864",412.630.3934,937-210-2751,damon@example.net,"Test Scores","1994-02-19 04:29:10.000000",damon@example.net,Unknown,Damon@asu.gmail,,,1.85625245090132,1.91525421186318,,,Valid,Single,Hispanic,,Economics,,Email,9326982347,1202586331,,Damon.Rice@asuFake.edu
402,,Kathryn,Bode,Ms.,"307 Grayce Dam","South Malvina",Maryland,10988-9760,"United States","671 Camren Forge",Treutelton,Georgia,46720-8175,"United States","619-517-5335 x3631","(704) 334-3322 x6197","702-518-6697 x3945","(975) 772-0491 x2569","510-773-7385 x8301",kathryn@example.org,"College Fair - Int","1990-09-27 01:40:16.000000",kathryn@example.org,Female,Kathryn@asu.gmail,,,1.95433994742997,2.56901625921411,,,Valid,Single,"Am. Indian Alaska Native",,"Computer Science",,"Home Phone",7256846230,1209208399,,Kathryn.Bode@asuFake.edu
403,,Ransom,Ondricka,Mr.,"4198 Kyleigh Junctions",Gloriaberg,Arizona,15553,"United States","462 Hand Drive","South Destany",Maryland,80822,"United States",302-805-8152,424.210.1407,"307-864-0739 x3583",406-570-4584,"706-435-2106 x4218",ransom@example.com,Walk-in,"1995-10-05 12:18:22.000000",ransom@example.com,Male,Ransom@asu.gmail,,,2.80947970155805,1.58190126973275,,,Temp,Unknown,Asian,,"Political Science",,"Home Phone",8814024073,1206456831,,Ransom.Ondricka@asuFake.edu
404,,Rhoda,Rippin,Mr.,"973 Boyer Avenue",Herzogshire,Kansas,33248-9773,"United States","62860 Boehm Highway",Bradtkeview,Idaho,99167,"United States","(781) 952-4078","731.785.4620 x6031","843-862-0793 x9860",415-859-7683,"912.947.0066 x1582",rhoda@example.net,"Phone Call","1993-12-24 05:26:49.000000",rhoda@example.net,Male,Rhoda@asu.gmail,,,1.70690175956923,3.19121425157964,,,Role,Single,White,,Business,3.18141155828369,"Home Phone",5090575796,1206721813,,Rhoda.Rippin@asuFake.edu
405,,Dario,Osinski,Mr.,"956 Herzog Lodge",Prohaskaville,"New Jersey",90544-4729,"United States","963 Hackett Forge",Nicoview,"South Carolina",45079,"United States",864-760-2338,"848-419-7774 x1239","312.283.6433 x1932",740.907.9072,"(702) 781-5059 x4180",dario@example.com,Event,"1991-04-27 21:39:57.000000",dario@example.com,Male,Dario@asu.gmail,,,1.8189217165532,2.12127515846548,"Armed Forces Reserve",Army,Valid,Married,White,,Biology,,"Mobile Phone",4336912139,1207746689,,Dario.Osinski@asuFake.edu
406,,Jacinthe,Schaden,Dr.,"2086 Dock Branch",Royalhaven,Delaware,13514-9146,"United States","39192 McGlynn Trace","New Wyatt",Arizona,63082,"United States","518-718-0329 x2471","(801) 612-1219","975-440-5709 x7421","351.862.4035 x6177","(360) 626-6639 x7975",jacinthe@example.org,Walk-in,"1995-01-03 09:15:08.000000",jacinthe@example.org,Unknown,Jacinthe@asu.gmail,,,3.7067121548656,1.55244586398108,,,Temp,Married,"Am. Indian Alaska Native",,Mathematics,,"Mobile Phone",3608661863,1202577673,,Jacinthe.Schaden@asuFake.edu
407,,Violette,Romaguera,Ms.,"535 Meghan Route",Sporerton,"New York",74992-4345,"United States","607 Schiller Brooks",Leannonbury,Massachusetts,95418-4873,"United States","213.309.0626 x4757",857-337-8581,"909-701-0563 x8442",248-878-1548,"(786) 717-5693 x0140",violette@example.com,Event,"1994-12-26 08:57:18.000000",violette@example.com,Female,Violette@asu.gmail,,,1.72908647483254,2.12679950735006,,,Role,Single,Hispanic,,Psychology,,Email,9913385806,1209702747,,Violette.Romaguera@asuFake.edu
408,,Melyna,"O'Connell",Ms.,"551 Bonita Walk","South Annalise","North Dakota",35192-8637,"United States","737 Raul Ramp","West Wilhelmineland","Rhode Island",47056,"United States",443-928-5932,860-914-4665,"(240) 602-7777","412.952.7035 x0095","(859) 205-8435 x2465",melyna@example.net,"College Fair - US","1991-02-19 14:03:23.000000",melyna@example.net,Female,Melyna@asu.gmail,,,3.88397598046469,1.22178146884526,Spouse/Dependent,"Air Force",Role,Single,White,,Psychology,,"Local Phone",6695081407,1209289199,,"Melyna.O'Connell@asuFake.edu"
409,,Blanche,VonRueden,Prof,"1230 Rahul Fort",Clevelandshire,Nevada,76839,"United States","7173 Jackie Skyway","East Keyon",Hawaii,27392,"United States",317.480.9604,"713-731-0671 x5237","508-731-0474 x3896","918-781-5744 x2935","916-801-1425 x8787",blanche@example.org,"Phone Call","1990-06-11 19:37:14.000000",blanche@example.org,Unknown,Blanche@asu.gmail,,,2.5549690354142,2.83411786226011,,,Temp,Married,White,,Mathematics,3.15339395420374,"Local Phone",1080797667,1207680953,,Blanche.VonRueden@asuFake.edu
410,,Spencer,Cronin,Mrs.,"4300 Spencer Camp","New Olemouth",California,52212,"United States","673 Haley Union",Nicholaston,Massachusetts,26046,"United States","609-530-1076 x9157","520-530-5748 x6797","551.707.1271 x2748","(913) 415-6582 x1979","(661) 517-7633",spencer@example.com,"College Fair - US","1992-02-12 16:33:44.000000",spencer@example.com,Female,Spencer@asu.gmail,,,3.86873882843386,1.99219590672128,"Active Duty","Air Force",Valid,Married,Asian,,Mathematics,,"Local Phone",9545907176,1204267947,,Spencer.Cronin@asuFake.edu
411,,Stephania,Hand,Prof,"5934 Ike Meadows","South Tristin",Michigan,72131-4912,"United States","231 Padberg Road",Willardmouth,Wisconsin,44251,"United States","925.786.9203 x6801","667-765-3937 x6034","(660) 718-6277 x1096",908-850-2911,813.231.3762,stephania@example.net,"Employee Referral","1992-02-18 03:30:24.000000",stephania@example.net,Male,Stephania@asu.gmail,,,3.56605932492681,3.33126382594594,,,Role,Divorced,"Pacific Islander",,"Political Science",,"Local Phone",5648305940,1205456568,,Stephania.Hand@asuFake.edu
412,,Alexandrea,Maggio,Mr.,"6072 Curtis Field","South Roxanneland",Michigan,14231-0033,"United States","51956 Witting Hollow",Larsonview,"South Dakota",17127,"United States",270-817-2616,"(907) 540-9857","(267) 775-8265","507-501-0598 x9630",254-402-1864,alexandrea@example.com,"College Fair - US","1992-03-25 02:59:28.000000",alexandrea@example.com,Male,Alexandrea@asu.gmail,,,2.6828020245309,3.8540121767122,,,Temp,Married,"Am. Indian Alaska Native",,"Computer Science",3.57633825603836,"Local Phone",1897943834,1205489912,,Alexandrea.Maggio@asuFake.edu
413,,Ardith,Muller,Mr.,"9542 Lola Ranch",Treutelmouth,Montana,75628-7775,"United States","675 Pink Drive","West Melynaberg",Vermont,50958,"United States","407-773-4321 x2648","508.972.8416 x7187","831-201-9839 x6298","903-470-1994 x2628","(407) 323-5668 x7786",ardith@example.org,"Web Form","1992-07-19 20:52:20.000000",ardith@example.org,Male,Ardith@asu.gmail,,,2.73827504904163,1.63817806856739,,,Role,Divorced,Asian,,Economics,,"Local Phone",5022975869,1207191683,,Ardith.Muller@asuFake.edu
414,,Oma,Connelly,Mrs.,"119 Bella Hill","North Chloestad","New Mexico",99205,"United States","99462 Icie Shore","West Perry",Kentucky,88462-5721,"United States","831.239.2591 x3599","(339) 561-6564 x0007",931-231-7725,"940-940-3799 x3203",916-424-5673,oma@example.com,"College Fair - US","1992-09-13 19:35:44.000000",oma@example.com,Female,Oma@asu.gmail,,,2.85150689407333,3.82086639676994,,,Temp,Married,"Pacific Islander",,Business,,"Mobile Phone",6312493422,1208519480,,Oma.Connelly@asuFake.edu
415,,Jalyn,Roberts,Ms.,"61782 Anthony Ranch",Stevieshire,Oregon,38608-0931,"United States","39358 Laury Throughway","East Zechariah",Kansas,17857,"United States","562.516.2973 x9597","360-609-2254 x6589","908-276-9069 x8318","816.956.6693 x6809","702-859-6787 x5430",jalyn@example.com,Email,"1991-10-12 16:42:09.000000",jalyn@example.com,Female,Jalyn@asu.gmail,,,3.43112862418292,2.59588556478484,,,Valid,Single,"Am. Indian Alaska Native",,Psychology,3.8541084708181,"Local Phone",6819367829,1200182026,,Jalyn.Roberts@asuFake.edu
416,,Edwin,Weber,Mr.,"65057 Providenci Center","New Luciano",Massachusetts,69933-0685,"United States","728 Teresa Field",Carolanneview,Maine,60163,"United States",331-510-3106,"850.941.3611 x0669","(404) 205-5239","(225) 414-6280","(404) 254-8084",edwin@example.net,"College Fair - US","1991-05-23 22:48:44.000000",edwin@example.net,Male,Edwin@asu.gmail,,,2.24664729676454,2.47612099904251,,,Valid,Married,White,,"Computer Science",3.09080136812788,"Mobile Phone",8337671219,1204107092,,Edwin.Weber@asuFake.edu
417,,Cora,Batz,Ms.,"64248 Kohler Mall","East Isom",Missouri,61954-4142,"United States","39961 Sonia Route","West Fabiola",Michigan,80511-5643,"United States",501-336-4545,"835-810-4032 x7935","510.908.1118 x8892",831.947.4454,"(803) 267-1687",cora@example.com,"College Fair - US","1996-04-24 12:01:52.000000",cora@example.com,Female,Cora@asu.gmail,,,1.81651757713934,3.32561156649423,,,Valid,Single,White,,"Mechanical Engineering",3.32058767917163,"Home Phone",8747017098,1205840281,,Cora.Batz@asuFake.edu
418,,Maxie,Weimann,Mr.,"6754 Vernon Stravenue","New Bertha",Indiana,75468-3194,"United States","7383 Zulauf Fall",Shanyport,Minnesota,86986-7452,"United States","754.931.1767 x2167",260-414-8432,"414-765-6076 x4835","770-443-4177 x3243","(207) 219-8506",maxie@example.net,Advertisement,"1991-05-17 22:04:26.000000",maxie@example.net,Male,Maxie@asu.gmail,,,2.72717754898269,3.76544541433461,,,Temp,Single,"Pacific Islander",,Biology,3.26072878629219,"Mobile Phone",6520874287,1202211008,,Maxie.Weimann@asuFake.edu
419,,Lawson,Schmidt,Ms.,"641 Telly Alley","East Rusty","West Virginia",54092,"United States","67686 Halvorson Forks",Mathildeburgh,Florida,68333,"United States","(337) 413-4249 x2995","610-209-4453 x8642","704-305-5523 x4614",612.516.6260,"641-835-4014 x5481",lawson@example.net,"Partial App","1995-07-28 23:16:33.000000",lawson@example.net,Female,Lawson@asu.gmail,,,3.4390177085063,2.70613511322721,,,Temp,Single,White,,"Mechanical Engineering",3.63709170492456,"Home Phone",1576949091,1209462053,,Lawson.Schmidt@asuFake.edu
